"ind","lon","lat","biome","ecoregion","temp","prec","evap","swb"
32106,-0.557647103396079,31.3601478617789,13,"North Saharan steppe and woodlands",21.2500000000001,69.7,171.08,-1983
51132,-0.572472171297932,23.5117934590505,13,"Sahara desert",26.65,18.2,208.69,-2485
49982,-0.574133178366878,53.564920479432,4,"Celtic broadleaf forests",9.65000000000003,701.7,59.86,-67
35896,-0.589447103351546,11.4626816113868,7,"West Sudanian savanna",28.55,822.8,175.63,-1316
8363,-0.590059141251942,26.9136802502909,13,"Sahara desert",25.35,19.3,203.55,-2421
44477,-0.595932457807692,6.9981412687294,7,"Guinean forest-savanna mosaic",27.05,1208.3,149.08,-635
28061,-0.600216127574839,7.76785236702233,7,"Guinean forest-savanna mosaic",27.65,1281.7,144.97,-600
9040,-0.620746532500419,40.8693840365026,12,"Iberian sclerophyllous and semi-deciduous forests",13.15,455.3,96.61,-720
57946,-0.621448830294241,23.3111682706903,13,"Sahara desert",26.7500000000001,18.4,209.14,-2491
47812,-0.623138563218021,7.36486801759716,7,"Guinean forest-savanna mosaic",27.35,1327.6,141.16,-483
10344,-0.624193837997268,41.8325072510269,12,"Iberian sclerophyllous and semi-deciduous forests",15.05,394.2,107.09,-902
39658,-0.628988977395977,18.6949010572392,13,"South Saharan steppe and woodlands",28.55,82.4,220.86,-2569
58420,-0.634537468843945,13.0345469718104,7,"West Sudanian savanna",28.45,594.4,189.54,-1699
19344,-0.649632212094474,41.3621455746911,12,"Iberian sclerophyllous and semi-deciduous forests",16.2500000000001,336.5,112.16,-1018
39509,-0.65028418279303,15.2749260864319,7,"Sahelian Acacia savanna",30.2500000000001,296.4,222.02,-2375
9155,-0.664574162919678,7.62193269360925,7,"Guinean forest-savanna mosaic",27.7500000000001,1250.2,139.49,-544
43151,-0.665415858482334,23.4566110164668,13,"Sahara desert",26.7500000000001,18.3,208.85,-2487
43546,-0.667152713893472,18.3472900510526,13,"South Saharan steppe and woodlands",28.85,86.2,228.67,-2659
5971,-0.668920552438209,42.8800285000086,4,"Pyrenees conifer and mixed forests",3.95000000000005,2083.3,84.21,142
8722,-0.678824384395284,39.7221707121794,12,"Iberian sclerophyllous and semi-deciduous forests",16.2500000000001,438.9,102.79,-811
16245,-0.690524722937681,46.0137086888797,4,"Atlantic mixed forests",12.7500000000001,869.1,83.39,-243
24256,-0.698040194599827,16.9664990281024,9,"Inner Niger Delta flooded savanna",29.7500000000001,127.8,219.88,-2514
11979,-0.699751283924144,30.3654684745108,13,"North Saharan steppe and woodlands",22.05,41.2,181.2,-2133
11902,-0.699751283924144,30.3654684745108,13,"North Saharan steppe and woodlands",22.05,41.2,181.2,-2133
16251,-0.709795331948413,14.5735709561665,7,"Sahelian Acacia savanna",29.05,418.4,202.3,-2025
36710,-0.730110516961702,29.7086951985648,13,"Sahara desert",22.7500000000001,32.7,190.76,-2255
13757,-0.736578663152727,8.0337921080677,7,"Guinean forest-savanna mosaic",28.15,1247,142.49,-604
58078,-0.75156683863824,16.0650268093821,7,"Sahelian Acacia savanna",30.05,214.6,201.97,-2215
11613,-0.77400221975941,6.98893204231568,7,"Guinean forest-savanna mosaic",27.45,1034.6,136.27,-630
332,-0.774208999946751,14.989496208016,7,"Sahelian Acacia savanna",29.95,335.2,201.16,-2089
56634,-0.782634275835278,13.3930192120345,7,"West Sudanian savanna",28.45,552.9,194.98,-1807
35439,-0.788050261243313,38.0550716815305,12,"Iberian sclerophyllous and semi-deciduous forests",18.55,316.2,112.62,-1043
13038,-0.788385682352668,12.8663069849858,7,"West Sudanian savanna",28.35,666.8,187.08,-1603
40929,-0.797577941434241,15.6531754896002,7,"Sahelian Acacia savanna",29.95,284.2,216.21,-2318
3430,-0.801147821717336,27.465148722316,13,"Sahara desert",25.2500000000001,19.1,200.51,-2384
37628,-0.811179064526698,37.9506406981194,12,"Iberian sclerophyllous and semi-deciduous forests",18.05,342.4,113.09,-1023
20460,-0.813537115492068,25.3777312651996,13,"Sahara desert",25.7500000000001,16.4,206.73,-2463
53427,-0.815609222493691,13.1490660771612,7,"West Sudanian savanna",28.35,579.8,192.64,-1751
33076,-0.815826745821397,12.167290930279,7,"West Sudanian savanna",28.55,767.8,179.32,-1422
45774,-0.820029891798811,42.4392838921591,12,"Iberian sclerophyllous and semi-deciduous forests",11.65,822.4,88.86,-326
50385,-0.824578935611356,9.03937761766751,7,"West Sudanian savanna",28.35,1207.5,143.44,-639
3216,-0.825398635626044,35.6974227078096,12,"Mediterranean woodlands and forests",17.95,349.8,106.42,-933
41213,-0.825703758304655,28.0737367050137,13,"Sahara desert",25.15,18.9,199.1,-2368
9466,-0.826488333583711,13.0561650474773,7,"West Sudanian savanna",28.35,620.6,189.1,-1670
53574,-0.826524842881952,24.5990980010811,13,"Sahara desert",26.2500000000001,17.3,208.88,-2489
38117,-0.827459918552648,16.1208036552023,7,"Sahelian Acacia savanna",30.05,216,179.66,-1946
45333,-0.829744675229534,45.2349202338808,4,"Atlantic mixed forests",13.55,896,82.65,-233
18577,-0.837577283075916,33.4572847695397,12,"Mediterranean dry woodlands and steppe",16.55,203.4,135.9,-1431
30034,-0.841500039536868,14.2663140811219,7,"Sahelian Acacia savanna",29.2500000000001,455.4,201,-1975
13592,-0.846603386496042,24.1612184092096,13,"Sahara desert",26.45,18,209.7,-2498
15303,-0.850956918109176,28.4707670538963,13,"Sahara desert",25.15,19,195.15,-2321
41994,-0.853239609989203,33.8273616060359,12,"Mediterranean dry woodlands and steppe",16.45,230.1,131.2,-1349
33916,-0.863246278804667,24.013582140039,13,"Sahara desert",26.55,18.1,208.03,-2478
51050,-0.864533942371395,31.8458673712293,13,"North Saharan steppe and woodlands",20.15,108.6,165.72,-1880
23858,-0.865877327279293,20.4698429592471,13,"South Saharan steppe and woodlands",28.45,46.8,211.38,-2487
1856,-0.87806787447974,37.9092465002668,12,"Iberian sclerophyllous and semi-deciduous forests",17.7500000000001,344.1,116.49,-1063
20115,-0.881684759245246,24.5350404408185,13,"Sahara desert",26.2500000000001,17.3,209.6,-2497
4376,-0.88322820854475,10.5568516706527,7,"West Sudanian savanna",28.7500000000001,1043.4,161.77,-995
47271,-0.889898228583291,18.6246168759834,13,"South Saharan steppe and woodlands",28.55,81.6,228.37,-2659
12915,-0.89611393747623,35.7076053075227,12,"Mediterranean woodlands and forests",18.65,339.4,111.43,-1003
14825,-0.8964722778897,31.0408692649044,13,"North Saharan steppe and woodlands",21.65,56.3,168.58,-1966
49811,-0.902792383348128,33.0135232345309,12,"Mediterranean dry woodlands and steppe",16.05,187,140.28,-1500
26915,-0.914511096726869,26.3894637232493,13,"Sahara desert",25.2500000000001,21.2,203.06,-2413
28020,-0.915909423888564,8.10461491853009,7,"Guinean forest-savanna mosaic",27.95,1242.6,144.92,-628
54586,-0.917452970891276,10.8830229313599,7,"West Sudanian savanna",28.65,971.1,165.34,-1096
23175,-0.917761516004248,16.8835276270971,7,"Sahelian Acacia savanna",29.45,153,221.94,-2515
33232,-0.927796954414475,23.1842737634807,13,"Sahara desert",26.65,18.7,209.84,-2499
33451,-0.930771327213108,18.1887304428708,13,"South Saharan steppe and woodlands",28.95,90.9,231.3,-2686
31415,-0.935312547215432,31.3841435847039,13,"North Saharan steppe and woodlands",21.15,78.7,171.23,-1975
26860,-0.936615503484177,7.34366681721308,7,"Guinean forest-savanna mosaic",27.35,1170.7,139.87,-557
54232,-0.94103679007651,7.60769752840517,7,"Guinean forest-savanna mosaic",27.55,1300.1,140.87,-498
50898,-0.951416837219256,23.8501415390568,13,"Sahara desert",26.55,18.2,209,-2489
40817,-0.954891583958982,16.7126152764844,7,"Sahelian Acacia savanna",29.55,179.7,204.12,-2275
7627,-0.963758819997253,41.1784624645686,12,"Iberian sclerophyllous and semi-deciduous forests",13.2500000000001,427.5,103.21,-819
45801,-0.964125967850663,6.4720054014077,1,"Eastern Guinean forests",26.05,1318.6,131.5,-351
49383,-0.964930199565174,26.5736241993202,13,"Sahara desert",24.95,21.5,204.72,-2433
28616,-0.967745572948218,41.0198064980847,12,"Iberian sclerophyllous and semi-deciduous forests",12.05,446.1,100.44,-769
5595,-0.967822168701673,34.1436172466384,12,"Mediterranean dry woodlands and steppe",15.55,266.9,124.09,-1230
16307,-0.97813462419856,7.15986559978558,7,"Guinean forest-savanna mosaic",27.35,1194.8,145.12,-591
26123,-0.980632523285209,53.8272107724785,4,"Celtic broadleaf forests",9.85000000000002,629.2,67.09,-202
44989,-0.984249012846277,51.8362763872666,4,"English Lowlands beech forests",10.15,658.1,70.38,-216
13304,-0.989337039863869,51.9159645550142,4,"English Lowlands beech forests",10.05,670,68.84,-186
32293,-0.995144691781775,22.0102088425376,13,"Sahara desert",27.55,24,213.05,-2532
31067,-0.995322105805229,15.1061377679074,7,"Sahelian Acacia savanna",30.15,335.8,197.67,-2046
55714,-1.00237444318375,21.3822237144089,13,"Sahara desert",27.55,29.8,220.77,-2617
49269,-1.01212177857008,39.9302033011999,12,"Iberian sclerophyllous and semi-deciduous forests",11.85,562.1,94.91,-593
28732,-1.01874565989553,27.7728837936596,13,"Sahara desert",24.95,19.5,198.48,-2360
20506,-1.02789599091497,32.2417897117248,12,"Mediterranean dry woodlands and steppe",19.65,137.8,161.57,-1802
35424,-1.02828971777026,15.5411951453344,7,"Sahelian Acacia savanna",30.05,285.8,217.83,-2337
7422,-1.03026495760503,12.6201321894094,7,"West Sudanian savanna",28.85,668,178.95,-1502
36900,-1.03124515623034,27.9989200227825,13,"Sahara desert",24.85,19.6,198.26,-2357
50015,-1.04199335856293,17.6940853351833,7,"Sahelian Acacia savanna",29.2500000000001,103.6,227.89,-2635
28206,-1.04757113494998,11.6718634159219,7,"West Sudanian savanna",28.45,838.9,180.47,-1364
661,-1.04814422218999,34.8548875797578,12,"Mediterranean woodlands and forests",15.05,383.6,117.71,-1038
19109,-1.05294209595661,18.1510376311763,13,"South Saharan steppe and woodlands",29.05,87.5,226.42,-2631
33863,-1.05344413106869,8.16631377141709,7,"Guinean forest-savanna mosaic",27.95,1223.7,140.52,-581
20997,-1.07521734802992,32.2763694376837,12,"Mediterranean dry woodlands and steppe",15.05,167.3,165.75,-1824
26727,-1.08111913695464,14.7197383809811,7,"Sahelian Acacia savanna",29.35,373.6,196.89,-2004
23562,-1.08370525952645,9.83722989087029,7,"West Sudanian savanna",28.7500000000001,1146.5,150.49,-770
25068,-1.09054318290168,10.5898267611104,7,"West Sudanian savanna",28.95,1008.2,149.89,-897
21779,-1.09897030585788,15.5226703945657,7,"Sahelian Acacia savanna",29.85,305,216.89,-2307
1318,-1.10702303365827,32.7595395816196,12,"Mediterranean dry woodlands and steppe",16.35,174.8,142.64,-1540
31036,-1.11656556771618,30.0233000394665,13,"North Saharan steppe and woodlands",22.35,36.9,185.11,-2183
4141,-1.12994720525256,23.1110945595432,13,"Sahara desert",26.65,18.1,210.5,-2507
15373,-1.13388931824662,35.5946624747105,12,"Mediterranean woodlands and forests",18.45,370.2,123.85,-1124
42500,-1.1340093025006,19.4346458407648,13,"South Saharan steppe and woodlands",28.55,57,211.31,-2477
48314,-1.13917527888438,23.953152402624,13,"Sahara desert",26.45,17,209.38,-2495
34480,-1.13962795969834,14.5729570748735,7,"Sahelian Acacia savanna",29.45,399.3,188.14,-1875
52476,-1.14540981670655,52.40042307953,4,"Celtic broadleaf forests",9.75000000000006,673.8,70.23,-195
45606,-1.14794516887719,11.1075920149243,7,"West Sudanian savanna",28.2500000000001,977.9,168.54,-1123
46947,-1.1524391177125,22.1663323985741,13,"Sahara desert",27.35,23.1,212.27,-2524
21138,-1.15345101951567,24.4118607839524,13,"Sahara desert",26.2500000000001,17,207.46,-2472
14601,-1.1573087005512,27.4084906622767,13,"Sahara desert",24.85,19.4,201.28,-2394
36235,-1.16297167813437,26.6168411892257,13,"Sahara desert",25.05,21.9,202.83,-2410
30721,-1.16421853274227,22.8474236045319,13,"Sahara desert",26.7500000000001,19.4,212.02,-2524
53656,-1.17303925086685,24.9508158844554,13,"Sahara desert",25.7500000000001,16.1,208.81,-2489
48084,-1.17702228051226,27.579734566288,13,"Sahara desert",24.7500000000001,19.4,199.52,-2372
4072,-1.18461938997089,29.8337006079291,13,"North Saharan steppe and woodlands",22.55,35.1,188.16,-2221
12249,-1.18687869862151,10.328177756594,7,"West Sudanian savanna",28.85,1067.9,158.35,-939
58126,-1.19000578315226,7.21243410922536,7,"Guinean forest-savanna mosaic",27.35,1176,137.17,-524
39603,-1.19186424603672,35.0605693973643,12,"Mediterranean woodlands and forests",17.95,361.6,113.14,-1004
11600,-1.19457058541735,33.64957796474,12,"Mediterranean dry woodlands and steppe",17.05,187.9,130.2,-1378
212,-1.19654922441299,15.6360927522905,7,"Sahelian Acacia savanna",29.7500000000001,289.4,207.06,-2205
58804,-1.19759189812359,43.5179111318564,4,"Atlantic mixed forests",14.35,1344.5,83.3,-25
37375,-1.20312602975255,52.2725722766648,4,"Celtic broadleaf forests",9.75000000000006,659.8,68.05,-183
16688,-1.20531598815003,9.19487197417506,7,"West Sudanian savanna",28.7500000000001,1068.9,151.33,-801
46039,-1.20996851288567,15.8898598405505,7,"Sahelian Acacia savanna",29.95,258.8,206.09,-2222
9024,-1.22298171796311,24.7722219960462,13,"Sahara desert",25.95,16.4,210.22,-2505
49987,-1.22598623684488,43.4918834409811,4,"Atlantic mixed forests",14.2500000000001,1371.7,76.19,0
42329,-1.2281565661591,16.6044651776541,7,"Sahelian Acacia savanna",29.55,209.7,204.94,-2256
55329,-1.23979413898076,9.47793651498536,7,"West Sudanian savanna",28.55,1155.3,145.9,-709
51888,-1.2501668240734,10.858884608239,7,"West Sudanian savanna",28.45,1077,163.21,-1020
31078,-1.25018545049684,51.647372746147,4,"English Lowlands beech forests",10.35,657.3,67.67,-190
36316,-1.25559732177365,30.0000054236023,13,"North Saharan steppe and woodlands",22.35,36.9,189.48,-2235
10395,-1.25862887358309,20.6601339735488,13,"Sahara desert",27.95,39,215.08,-2539
32580,-1.26399150584993,11.0144811362828,7,"West Sudanian savanna",28.35,963.8,165.38,-1093
30451,-1.26461555591169,21.606304503468,13,"Sahara desert",27.7500000000001,26.5,217.39,-2580
7876,-1.26761639514211,10.6050455021743,7,"West Sudanian savanna",28.55,1104.5,158.36,-956
7135,-1.27188029360983,6.05215839692566,1,"Eastern Guinean forests",25.7500000000001,1441.8,122.3,-215
10229,-1.27325698040175,25.4298285530761,13,"Sahara desert",25.45,19.1,205.39,-2444
21686,-1.28137609535378,11.4040883743829,7,"West Sudanian savanna",28.15,918.8,166.37,-1139
20214,-1.29707711923294,40.3327220013264,12,"Iberian conifer forests",11.05,474.6,91.87,-642
58148,-1.3080853823617,51.0647904948068,4,"English Lowlands beech forests",10.45,847.3,62.27,-64
52134,-1.31752486502262,16.3619770592012,7,"Sahelian Acacia savanna",29.95,209.7,186.36,-2033
22598,-1.32150684156056,7.0224168880314,1,"Eastern Guinean forests",25.35,1574,144.74,-368
14975,-1.33412353831835,40.7261626461594,12,"Iberian sclerophyllous and semi-deciduous forests",12.35,397.6,95.46,-758
1210,-1.33687337813618,30.7492923534793,13,"North Saharan steppe and woodlands",21.45,53.5,177.92,-2080
11622,-1.33768542558238,23.6584374299461,13,"Sahara desert",26.45,17.1,210.04,-2503
23224,-1.34378975296286,18.0138220304775,7,"Sahelian Acacia savanna",28.95,91.3,226.7,-2631
57141,-1.34789067166213,37.7951949418024,12,"Iberian sclerophyllous and semi-deciduous forests",17.45,281.7,111.63,-1065
6168,-1.34850835264183,26.8150566572009,13,"Sahara desert",24.95,21.4,202.15,-2402
2636,-1.3506584278027,26.6464540184604,13,"Sahara desert",24.95,22.1,197.24,-2343
37738,-1.35297970489697,16.4174324336386,7,"Sahelian Acacia savanna",29.95,206.2,217.46,-2409
27149,-1.35340407106315,24.971876808136,13,"Sahara desert",25.7500000000001,16.3,208.48,-2484
10906,-1.35408949093195,30.4599252970544,13,"North Saharan steppe and woodlands",21.85,46.8,179.25,-2103
19710,-1.36510074263268,15.7190016830355,7,"Sahelian Acacia savanna",29.85,280.1,211.27,-2264
33549,-1.36793187935601,29.8085878795539,13,"North Saharan steppe and woodlands",22.65,35.4,186.35,-2199
10281,-1.3751096325322,11.0992177301986,7,"West Sudanian savanna",28.15,999.4,166.87,-1087
11805,-1.38421518772594,22.3036218661482,13,"Sahara desert",27.15,21.9,211.49,-2516
49307,-1.38822279109721,5.87234297504286,1,"Eastern Guinean forests",26.05,1445.8,129.78,-267
17412,-1.39261591572259,16.3378511911664,7,"Sahelian Acacia savanna",29.7500000000001,218.1,220.24,-2431
58518,-1.39990723960204,17.9444505255383,7,"Sahelian Acacia savanna",28.95,93,227.17,-2635
2000,-1.40395796814246,5.95131499915776,1,"Eastern Guinean forests",26.15,1397.3,131.47,-293
39758,-1.40573109893276,50.6630225279751,4,"English Lowlands beech forests",10.7500000000001,860.7,67.28,-91
36650,-1.40856884089106,6.57729551440964,1,"Eastern Guinean forests",25.95,1364.9,135.13,-370
33947,-1.41635182640513,17.1217747620733,9,"Inner Niger Delta flooded savanna",29.35,130.9,222.56,-2545
33937,-1.42355155277821,21.7968617406866,13,"Sahara desert",27.7500000000001,24.1,214.67,-2552
17507,-1.44666416902504,46.2078264527906,4,"Atlantic mixed forests",13.2500000000001,759.3,85.84,-345
27050,-1.45164687793437,47.7926411982238,4,"Atlantic mixed forests",11.65,812.3,74.96,-192
25923,-1.45448133118813,46.3950872612548,4,"Atlantic mixed forests",12.95,804.5,86.37,-322
17307,-1.45631684220427,23.003871461209,13,"Sahara desert",26.65,18.3,210.98,-2513
11268,-1.45704717993246,51.8427269962031,4,"English Lowlands beech forests",10.05,757.9,63.68,-78
43130,-1.46180176341036,6.28561098672766,1,"Eastern Guinean forests",25.55,1592.2,122.8,-223
14108,-1.46755736348049,12.9223414161329,7,"West Sudanian savanna",28.45,651.8,179.52,-1528
43911,-1.4683152788584,9.12878670339853,7,"West Sudanian savanna",28.35,1072.6,148.27,-757
34143,-1.46991243353642,5.24394555099195,1,"Eastern Guinean forests",25.65,1494.9,131.15,-304
34555,-1.47419170264894,16.8450003505275,7,"Sahelian Acacia savanna",29.65,155.6,215.73,-2438
2863,-1.4820892027779,30.1097697574906,13,"North Saharan steppe and woodlands",22.2500000000001,39.4,185.27,-2182
29594,-1.49034917749481,15.2538781658998,7,"Sahelian Acacia savanna",29.45,340.1,206.58,-2152
37258,-1.49236953548152,15.965869133827,7,"Sahelian Acacia savanna",29.65,267.5,206.17,-2215
20019,-1.49293239532375,30.8344042267477,13,"North Saharan steppe and woodlands",21.35,58.5,179.26,-2091
50433,-1.49695498146826,52.9363644311435,4,"Celtic broadleaf forests",9.75000000000006,770.8,57.45,11
4386,-1.50161812014849,54.652785394719,4,"Celtic broadleaf forests",9.35000000000002,728.1,66.5,-104
