ind,lon,lat,genus,species,image_id_1
55,-9.17098390094955,39.4269168719206,"Pinus, Eucalyptus",Pinus pinaster,20170714T112111_20170714T112114_T29SMD
58,-9.10824511016266,39.3375984710221,"Castanea, Pinus, Quercus","Pinus pinaster, Castanea sativa, Quercus suber",20170714T112111_20170714T112114_T29SMD
60,-8.72502465375564,38.0618331892876,Quercus,Quercus suber,20170714T112111_20170714T113033_T29SNC
61,-8.86279504256741,38.5437788953812,"Quercus, Pinus","Pinus pinaster, Quercus suber",20170714T112111_20170714T113033_T29SNC
63,-9.1022019559008,39.3573347363368,"Quercus, Eucalyptus",Quercus suber,20170714T112111_20170714T112114_T29SMD
66,-8.58012343866615,37.6275581812278,Quercus,"Quercus robur, Quercus suber",20170714T112111_20170714T113033_T29SNB
67,-8.74260633398176,38.2065217385465,"Pinus, Eucalyptus",Pinus pinaster,20170714T112111_20170714T113033_T29SNC
69,-8.90906798181047,38.7846187471598,"Quercus, Pinus","Quercus suber, Pinus pinaster, Pinus pinea",20170704T112111_20170704T112431_T29SND
70,-9.08225309371806,39.3705886115842,"Eucalyptus, Pinus",Pinus pinaster,20170714T112111_20170714T112114_T29SMD
71,-8.46538013157268,37.2520623794446,"Eucalyptus, Quercus",Quercus suber,20170714T112111_20170714T113033_T29SNB
72,-8.98000950007075,39.0668398330885,"Pinus, Eucalyptus, Quercus","Quercus suber, Pinus pinaster",20170704T112111_20170704T112431_T29SND
75,-8.44963176367793,37.2366591461224,"Eucalyptus, Quercus",Quercus suber,20170714T112111_20170714T113033_T29SNB
76,-8.70299206720453,38.1495718090409,Pinus,Pinus pinea,20170714T112111_20170714T113033_T29SNC
79,-8.44344783540156,37.2564072564237,"Quercus, Eucalyptus",Quercus suber,20170714T112111_20170714T113033_T29SNB
81,-8.63014257023692,37.9325148773646,Quercus,Quercus suber,20170714T112111_20170714T113033_T29SNB
84,-8.42531596799489,37.2322111102095,"Quercus, Eucalyptus",Quercus suber,20170714T112111_20170714T113033_T29SNB
85,-8.64863075249979,38.0399757502332,Quercus,Quercus suber,20170714T112111_20170714T113033_T29SNC
87,-8.79836818657371,38.5658734932869,"Quercus, Eucalyptus",Quercus suber,20170714T112111_20170714T113033_T29SNC
89,-8.81753617265603,38.673189811964,"Quercus, Pinus","Pinus pinea, Quercus suber",20170714T112111_20170714T112114_T29SNC
91,-9.03365585639515,39.4080758733168,"Eucalyptus, Pinus",Pinus pinaster,20170714T112111_20170714T112114_T29SMD
92,-8.40338778982849,37.2365464545792,"Eucalyptus, Quercus",Quercus suber,20170714T112111_20170714T113033_T29SNB
94,-8.72832018591115,38.4038391566226,Pinus,Pinus pinea,20170714T112111_20170714T113033_T29SNC
95,-8.76848635622773,38.5440290388309,"Pinus, Quercus","Quercus suber, Pinus pinea",20170714T112111_20170714T113033_T29SNC
96,-8.84189371923866,38.7979939284733,"Pinus, Quercus","Pinus pinaster, Quercus suber",20170704T112111_20170704T112431_T29SND
98,-8.58832801627764,37.9500637798626,"Eucalyptus, Quercus",Quercus suber,20170714T112111_20170714T113033_T29SNC
99,-8.70218883077941,38.353462260784,"Eucalyptus, Pinus",Pinus pinaster,20170714T112111_20170714T113033_T29SNC
100,-8.70718300587279,38.3709918186539,Pinus,Pinus pinaster,20170714T112111_20170714T113033_T29SNC
101,-8.9151459745573,39.089021790467,"Quercus, Eucalyptus",Quercus suber,20170704T112111_20170704T112431_T29SND
106,-8.80067964127781,38.7783964316085,"Castanea, Quercus, Pinus","Pinus pinea, Quercus suber, Castanea sativa",20170704T112111_20170704T112431_T29SND
108,-8.58951171823201,38.0794640470033,Quercus,Quercus suber,20170714T112111_20170714T113033_T29SNC
109,-8.65634596534282,38.3162443055423,"Eucalyptus, Pinus",Pinus pinaster,20170714T112111_20170714T113033_T29SNC
110,-8.66132303524728,38.3337778513233,"Eucalyptus, Pinus",Pinus pinaster,20170714T112111_20170714T113033_T29SNC
111,-8.81489725512004,38.8681712591555,"Eucalyptus, Quercus",Quercus suber,20170704T112111_20170704T112431_T29SND
117,-8.94767948671524,39.3603557431284,"Eucalyptus, Quercus",Quercus suber,20170704T112111_20170704T112431_T29SND
118,-9.04447614114063,39.6837411323584,Pinus,Pinus pinaster,20170714T112111_20170714T112114_T29SMD
119,-8.51585850807522,37.8995700115071,"Eucalyptus, Quercus",Quercus suber,20170714T112111_20170714T113033_T29SNB
121,-8.80265752611579,38.9076329176146,Quercus,Quercus suber,20170704T112111_20170704T112431_T29SND
123,-8.44890128617875,37.6998186305461,"Eucalyptus, Quercus",Quercus suber,20170714T112111_20170714T113033_T29SNB
126,-8.67668912138232,38.5529481347306,"Quercus, Eucalyptus",Quercus suber,20170714T112111_20170714T113033_T29SNC
128,-8.65301360479964,38.5113322023772,Quercus,Quercus suber,20170714T112111_20170714T113033_T29SNC
131,-8.9728816418899,39.6053560190868,"Eucalyptus, Pinus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
132,-9.01754398367411,39.7539054145705,Pinus,Pinus pinaster,20170806T113321_20170806T113439_T29TME
133,-8.56977391546613,38.2592702421489,Pinus,Pinus pinea,20170714T112111_20170714T113033_T29SNC
134,-8.89642221975123,39.389032901223,"Eucalyptus, Pinus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
136,-8.64069700044512,38.5507923172442,"Pinus, Quercus","Pinus pinea, Quercus suber, Pinus pinaster",20170714T112111_20170714T113033_T29SNC
137,-8.68586911798535,38.7085194142763,"Eucalyptus, Pinus",Pinus pinea,20170714T112111_20170714T112114_T29SNC
139,-8.89031464781024,39.4087575707427,"Pinus, Eucalyptus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
142,-8.97118687871533,39.6797613039245,Pinus,Pinus pinaster,20170704T112111_20170704T112431_T29SND
149,-8.24832021825437,37.3040766973211,"Pinus, Quercus","Pinus pinea, Quercus ilex",20170714T112111_20170714T113033_T29SNB
150,-8.28394843234939,37.4359620014415,Quercus,Quercus suber,20170714T112111_20170714T113033_T29SNB
151,-8.42112332771172,37.9367225240569,Quercus,Quercus suber,20170714T112111_20170714T113033_T29SNB
152,-8.42598848414475,37.9542814717642,"Pinus, Quercus","Pinus pinea, Quercus suber",20170714T112111_20170714T113033_T29SNC
156,-8.47716619161837,38.2219335983701,Quercus,Quercus suber,20170714T112111_20170714T113033_T29SNC
157,-8.56872255046928,38.5464391247751,"Eucalyptus, Pinus",Pinus pinaster,20170714T112111_20170714T113033_T29SNC
161,-8.89529742599424,39.6669832619983,"Eucalyptus, Pinus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
163,-8.80347717430639,39.3981206910172,"Eucalyptus, Pinus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
166,-8.59133856715654,38.7086033895397,"Quercus, Eucalyptus, Pinus","Pinus pinaster, Quercus suber",20170714T112111_20170714T112114_T29SNC
167,-8.63910645322105,38.8750829173235,Quercus,Quercus suber,20170704T112111_20170704T112431_T29SND
169,-8.45364070380346,38.2635658100923,"Quercus, Pinus","Pinus pinaster, Quercus ilex, Pinus pinea, Quercus suber",20170714T112111_20170714T113033_T29SNC
170,-8.610262577133,38.815955547208,"Eucalyptus, Quercus, Pinus","Quercus suber, Pinus pinea, Pinus pinaster",20170704T112111_20170704T112431_T29SND
174,-8.667266411197,39.0546632050156,"Pinus, Eucalyptus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
175,-8.85776129659557,39.7021453114568,"Quercus, Pinus, Eucalyptus","Pinus pinaster, Quercus faginea",20170704T112111_20170704T112431_T29SND
177,-8.85685707832354,39.7393464103721,"Eucalyptus, Quercus, Pinus","Quercus suber, Pinus pinaster, Quercus faginea",20170704T112111_20170704T112431_T29SND
179,-8.49924321257773,38.5507996319181,"Pinus, Eucalyptus",Pinus pinaster,20170714T112111_20170714T113033_T29SNC
181,-8.38467183160295,38.1844990590603,"Eucalyptus, Pinus",Pinus pinea,20170714T112111_20170714T113033_T29SNC
184,-8.36380040420217,38.1515542541745,"Quercus, Pinus","Pinus pinea, Quercus ilex",20170714T112111_20170714T113033_T29SNC
186,-8.80976822794852,39.7023180349358,"Pinus, Eucalyptus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
187,-8.33808849502405,38.1010425405535,"Pinus, Quercus","Pinus pinea, Quercus suber, Quercus ilex, Pinus pinaster",20170714T112111_20170714T113033_T29SNC
188,-8.82971483964804,39.8094632126463,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
190,-8.84976816115386,39.9165874376134,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
192,-8.5256008855647,38.8510294277241,"Quercus, Pinus","Pinus pinaster, Quercus suber",20170704T112111_20170704T112431_T29SND
193,-8.59360488223611,39.0875930043587,"Quercus, Pinus","Quercus suber, Pinus pinaster",20170704T112111_20170704T112431_T29SND
194,-8.85939857798189,39.9887365465251,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
195,-8.12519693557336,37.4483941774878,Quercus,"Quercus ilex, Quercus suber",20170714T112111_20170714T113033_T29SNB
196,-8.35840937143801,38.3006630542181,"Quercus, Pinus","Pinus pinea, Quercus ilex, Quercus suber",20170714T112111_20170714T113033_T29SNC
198,-8.57224131213493,39.0547512341298,"Quercus, Pinus","Quercus suber, Pinus pinaster",20170704T112111_20170704T112431_T29SND
199,-8.63824012673954,39.2824482662983,Quercus,"Quercus suber, Quercus faginea",20170704T112111_20170704T112431_T29SND
200,-8.73844442235674,39.6237473672758,"Eucalyptus, Pinus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
202,-8.12837273250927,37.503301292333,Quercus,Quercus ilex,20170714T112111_20170714T113033_T29SNB
204,-8.78164283287692,39.8096254107435,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
207,-8.54722462055498,39.0503779113576,"Pinus, Quercus","Quercus suber, Pinus pinaster",20170704T112111_20170704T112431_T29SND
209,-8.83309608093959,40.0216502623564,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
210,-8.12528166162602,37.5779278274823,Quercus,Quercus ilex,20170714T112111_20170714T113033_T29SNB
213,-8.69410560254705,39.5953981874343,"Pinus, Eucalyptus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
215,-8.68793210004509,39.6151085192182,"Eucalyptus, Pinus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
216,-8.70860764856982,39.6850962838597,"Eucalyptus, Pinus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
217,-8.75535473271361,39.8425233601241,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
219,-8.43585971998304,38.785233438796,"Pinus, Quercus, Eucalyptus","Pinus pinaster, Quercus suber",20170704T112111_20170704T112431_T29SND
220,-8.44956668756635,38.8334545310682,"Pinus, Quercus","Quercus suber, Pinus pinea",20170704T112111_20170704T112431_T29SND
221,-8.5185219907312,39.0744720535498,"Pinus, Eucalyptus, Quercus","Pinus pinaster, Quercus suber",20170704T112111_20170704T112431_T29SND
222,-8.52861058264547,39.1095169389266,"Quercus, Eucalyptus, Pinus","Pinus pinaster, Quercus suber",20170704T112111_20170704T112431_T29SND
223,-8.68433780096386,39.6435672576895,"Pinus, Eucalyptus, Quercus","Pinus pinaster, Quercus pyrenaica",20170704T112111_20170704T112431_T29SND
226,-8.49468801343779,39.0328481405254,"Eucalyptus, Pinus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
227,-8.732608770237,39.846961842856,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
229,-8.84015890377797,40.2053399842779,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
230,-8.45836095451119,38.947391168693,"Eucalyptus, Pinus","Pinus pinea, Pinus pinaster",20170704T112111_20170704T112431_T29SND
232,-8.64619670410796,39.5954853271092,"Quercus, Pinus","Pinus pinaster, Quercus ilex",20170704T112111_20170704T112431_T29SND
233,-8.671979891355,39.6829843310766,"Pinus, Eucalyptus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
234,-8.7629857726104,39.9890783779827,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
235,-7.97629696608282,37.2366125328273,"Pinus, Quercus","Quercus suber, Pinus pinaster",20170714T112111_20170714T113033_T29SNB
237,-8.68649777629024,39.7726767708627,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
238,-8.71246078475608,39.8601405508099,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
239,-8.74113286793112,39.9563283583236,"Populus, Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
240,-8.08042801947189,37.6698733510304,Quercus,Quercus ilex,20170714T112111_20170714T113033_T29SNB
241,-8.48106221258422,39.1095052335296,"Eucalyptus, Pinus, Quercus","Pinus pinaster, Quercus suber",20170704T112111_20170704T112431_T29SND
242,-8.73235158698597,39.9672907228447,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
244,-8.80850008020807,40.2207691296261,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
246,-8.38727516619824,38.8224142453563,"Pinus, Eucalyptus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
247,-8.47987680000391,39.1467386213063,Pinus,Pinus pinaster,20170704T112111_20170704T112431_T29SND
248,-8.69490524525428,39.8820610027091,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
249,-8.71573896901569,39.9520206101042,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
250,-8.48121755807503,39.1927317458461,"Quercus, Eucalyptus",Quercus suber,20170704T112111_20170704T112431_T29SND
251,-8.63948373244147,39.7355628694904,"Eucalyptus, Pinus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
252,-8.71478142981834,39.9892130112667,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
254,-8.60236464184234,39.6502619596947,"Eucalyptus, Quercus, Pinus","Pinus pinaster, Quercus suber",20170704T112111_20170704T112431_T29SND
257,-8.36605224709678,38.8727733288948,"Pinus, Quercus","Pinus pinaster, Quercus suber",20170704T112111_20170704T112431_T29SND
258,-8.66335696273312,39.8974427946963,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
259,-8.40971903923707,39.067824453554,"Eucalyptus, Quercus",Quercus suber,20170704T112111_20170704T112431_T29SND
260,-8.42727790078592,39.1291763570763,"Quercus, Pinus","Pinus pinea, Quercus suber, Pinus pinaster",20170704T112111_20170704T112431_T29SND
261,-8.64678327147381,39.8821579599847,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
262,-8.66236291126474,39.934638384078,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
263,-8.743420286145,40.2056766920618,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
264,-8.76449249271402,40.2755919818182,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
266,-8.66657850316656,39.9893234590404,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
267,-8.69266741144583,40.0767673616997,"Eucalyptus, Quercus",Quercus suber,20170806T113321_20170806T113439_T29TNE
268,-8.7477750697078,40.2603368428066,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
271,-8.38220984338193,39.0546419198449,"Eucalyptus, Pinus, Quercus","Pinus pinaster, Quercus suber",20170704T112111_20170704T112431_T29SND
272,-8.4273705935311,39.2124039859011,"Eucalyptus, Quercus",Quercus suber,20170704T112111_20170704T112431_T29SND
274,-8.54929053453474,39.6327981070522,"Eucalyptus, Pinus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
275,-8.56982398106694,39.7028207005361,"Pinus, Eucalyptus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
276,-8.6007397857509,39.8078315017845,"Pinus, Eucalyptus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
277,-8.08478925258076,38.0298020404234,Quercus,Quercus ilex,20170714T112111_20170714T113033_T29SNC
279,-8.74069437382408,40.3172149790454,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
280,-8.13136284404305,38.242826152072,Quercus,Quercus ilex,20170714T112111_20170714T113033_T29SNC
283,-8.69505304389308,40.2058086233388,"Pinus, Quercus, Eucalyptus","Quercus faginea, Pinus pinaster",20170806T113321_20170806T113439_T29TNE
284,-8.71607148036918,40.275736790848,"Quercus, Pinus, Eucalyptus","Quercus robur, Pinus pinaster",20170806T113321_20170806T113439_T29TNE
285,-8.29623254625601,38.8769989653062,"Pinus, Quercus","Quercus suber, Pinus pinea",20170704T112111_20170704T112431_T29SND
286,-8.35594739018338,39.0874556361474,"Pinus, Quercus","Pinus pinea, Quercus suber",20170704T112111_20170704T112431_T29SND
290,-8.55267626229669,39.8078787961134,"Pinus, Eucalyptus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
291,-8.6486357527134,40.1315465108558,"Quercus, Eucalyptus, Pinus","Quercus suber, Pinus pinaster, Quercus faginea",20170806T113321_20170806T113439_T29TNE
292,-8.7195093389055,40.3675705786693,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
294,-8.54645424817704,39.8275777419542,"Eucalyptus, Pinus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
295,-8.55160824974243,39.8450799384287,"Eucalyptus, Pinus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
296,-8.62677828110563,40.098775573198,"Eucalyptus, Quercus",Quercus suber,20170806T113321_20170806T113439_T29TNE
299,-8.50681613280388,39.7334934973229,"Pinus, Eucalyptus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
300,-8.52478784732694,39.794765016156,"Eucalyptus, Pinus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
301,-8.62057024397414,40.1184727496505,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
302,-8.74949145397281,40.5467627521166,Pinus,Pinus pinaster,20170806T113321_20170806T113439_T29TNE
303,-8.24885942948677,38.8768634065371,Quercus,Quercus suber,20170704T112111_20170704T112431_T29SND
304,-8.50058247592768,39.7531915223397,"Eucalyptus, Pinus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
305,-8.52370229733446,39.831967130015,"Pinus, Eucalyptus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
306,-8.60133544658951,40.0944404456339,"Pinus, Eucalyptus","Pinus pinaster, Pinus pinea",20170806T113321_20170806T113439_T29TNE
307,-8.65095870935389,40.2605843656027,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
309,-8.05737954729585,38.2292787436771,Quercus,Quercus ilex,20170714T112111_20170714T113033_T29SNC
314,-8.03905250212961,38.2050449648788,Quercus,Quercus ilex,20170714T112111_20170714T113033_T29SNC
315,-8.57329848774617,40.0813511919082,Pinus,Pinus pinaster,20170806T113321_20170806T113439_T29TNE
316,-8.62021420486169,40.238771964852,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
319,-8.54891178798733,40.0398102622227,Pinus,Pinus pinaster,20170806T113321_20170806T113439_T29TNE
320,-8.65071872370808,40.3808612700662,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
324,-8.60255268624619,40.2606716744953,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
326,-8.57182574195995,40.2388431255818,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
330,-8.52916583810786,40.1360799367288,"Quercus, Pinus","Quercus faginea, Pinus pinaster",20170806T113321_20170806T113439_T29TNE
331,-8.59959855987388,40.372209523197,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
335,-8.45833490427478,39.9370097918442,"Eucalyptus, Pinus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
337,-8.54893479450879,40.2432427104998,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
339,-8.50890090091128,40.1492171714894,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
341,-8.57928260561835,40.3853605872465,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
342,-7.97397558866651,38.3099308550431,Quercus,Quercus suber,20170714T112111_20170714T113033_T29SNC
344,-8.39201246500862,39.7925420148423,"Pinus, Eucalyptus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
345,-8.43297299793364,39.932626018372,"Pinus, Eucalyptus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
346,-8.4381104068059,39.9501330951014,"Pinus, Eucalyptus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
347,-8.50784544807269,40.1864041545005,"Eucalyptus, Quercus, Pinus","Quercus suber, Pinus pinaster, Quercus faginea",20170806T113321_20170806T113439_T29TNE
348,-8.52343878225979,40.2388899984782,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
350,-7.86063165548136,37.9339373599989,Quercus,"Quercus ilex, Quercus suber",20170704T112111_20170704T112431_T29SPC
352,-8.36789599003542,39.7509311407701,"Pinus, Eucalyptus, Quercus","Quercus suber, Quercus pyrenaica, Pinus pinaster",20170813T112121_20170813T112433_T29TNE
353,-8.60361140863658,40.5471279928007,"Pinus, Eucalyptus, Quercus","Pinus pinaster, Quercus robur",20170806T113321_20170806T113439_T29TNE
356,-8.58158718542473,40.5143678004824,"Eucalyptus, Pinus, Quercus","Quercus robur, Pinus pinaster",20170806T113321_20170806T113439_T29TNE
357,-8.22167385489228,39.3258712188705,Quercus,Quercus suber,20170704T112111_20170704T112431_T29SND
359,-8.36553783109504,39.8253418428407,"Pinus, Eucalyptus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
360,-8.40904332734076,39.9741873808976,"Eucalyptus, Quercus, Pinus","Pinus pinaster, Quercus robur",20170813T112121_20170813T112433_T29TNE
361,-8.50990905648215,40.3154492493916,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
362,-8.53078373376592,40.3854159840482,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
366,-7.94377201969378,38.3711441831305,Quercus,"Quercus ilex, Quercus suber",20170714T112111_20170714T113033_T29SNC
367,-8.45950036468477,40.186417206536,"Eucalyptus, Pinus",Pinus pinaster,20170813T112121_20170813T112433_T29TNE
368,-8.50365891816792,40.3351363711092,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
369,-8.53500104043461,40.4400815812394,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
370,-7.78577472730174,37.8279531162731,Quercus,Quercus ilex,20170714T112111_20170714T113033_T29SNB
371,-8.17666159231212,39.2512532408369,Quercus,Quercus suber,20170704T112111_20170704T112431_T29SND
374,-8.57604568941485,40.6171337833664,"Pinus, Eucalyptus, Quercus","Quercus suber, Pinus pinaster",20170806T113321_20170806T113439_T29TNE
375,-7.78876210967405,37.8828552687676,Quercus,Quercus ilex,20170704T112111_20170704T112431_T29SPC
376,-8.13315093386623,39.1393664017934,"Pinus, Quercus","Pinus pinaster, Quercus suber",20170704T112111_20170704T112431_T29SND
377,-8.15544172749268,39.2183177855383,"Quercus, Pinus","Quercus suber, Pinus pinaster",20170704T112111_20170704T112431_T29SND
380,-8.28823927385063,39.6829424565563,"Pinus, Eucalyptus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
382,-8.43145070424061,40.1732885347094,"Eucalyptus, Quercus",Quercus faginea,20170813T112121_20170813T112433_T29TNE
383,-8.55926739577468,40.6018539197861,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
384,-8.08245723208141,39.0011086454672,"Quercus, Pinus","Quercus suber, Pinus pinaster",20170704T112111_20170704T112431_T29SND
387,-8.25163736914513,39.5974791091804,"Eucalyptus, Pinus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
388,-8.29207315708808,39.7376743594494,"Pinus, Eucalyptus, Quercus, Castanea","Quercus suber, Castanea sativa, Pinus pinaster",20170704T112111_20170704T112431_T29SND
392,-8.45627050363334,40.2979707711131,"Eucalyptus, Pinus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
393,-8.53198884610401,40.5515997373447,"Pinus, Eucalyptus",Pinus pinaster,20170806T113321_20170806T113439_T29TNE
396,-8.26552268701583,39.6872698614299,"Pinus, Eucalyptus",Pinus pinaster,20170704T112111_20170704T112431_T29SND
399,-8.36482912388395,40.0288504590351,"Eucalyptus, Pinus, Quercus","Quercus suber, Pinus pinaster",20170813T112121_20170813T112433_T29TNE
402,-8.07961622449402,39.0755930184056,Quercus,Quercus suber,20170704T112111_20170704T112431_T29SND
