ind,lon,lat,biome,ecoregion,image_id_1
11044,-0.240118053098115,18.7069702109007,13,South Saharan steppe and woodlands,20220623T103031_20220623T104228_T30QYF
51224,-0.257315606088923,28.5081466031311,13,Sahara desert,20220616T103631_20220616T104622_T30RYS
41252,-0.264311186312852,17.6402180723684,7,Sahelian Acacia savanna,20220708T102559_20220708T103441_T30QYE
58865,-0.26554536980089,11.7377554011446,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYT
36988,-0.267455761502475,42.0043169732706,12,Iberian sclerophyllous and semi-deciduous forests,20170705T105031_20170705T105605_T30TYM
2182,-0.269948462123807,17.978204397914,7,Sahelian Acacia savanna,20220708T102559_20220708T103441_T30QYE
57690,-0.272486957410905,24.8918555109259,13,Sahara desert,20220708T102559_20220708T103441_T30RYN
57495,-0.283259924367684,53.4147533133519,4,Celtic broadleaf forests,20220812T112119_20220812T112117_T30UXE
52608,-0.285264769659932,32.8654399680445,12,Mediterranean woodlands and forests,20220711T103629_20220711T104931_T30SYB
30884,-0.29027233712506,10.3351968471353,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYS
32334,-0.293648871329424,12.6259627636483,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYU
4158,-0.299015239666943,35.492518898097,12,Mediterranean woodlands and forests,20220711T103629_20220711T104931_T31SBV
32963,-0.30263240653818,14.6676106395499,7,Sahelian Acacia savanna,20210615T102021_20210615T102602_T30PYB
20508,-0.311506642165426,35.0123001388911,12,Mediterranean woodlands and forests,20170705T105031_20170705T105605_T30SYD
12350,-0.32316597147593,33.2199278566915,12,Mediterranean dry woodlands and steppe,20220711T103629_20220711T104931_T30SYB
44025,-0.325149232025467,29.5147796051411,13,Sahara desert,20220616T103631_20220616T104622_T30RYT
8711,-0.332258973699737,10.1244974632063,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYS
17768,-0.333735309183993,23.2029318793151,13,Sahara desert,20220623T103031_20220623T104228_T30QYL
907,-0.334437318770284,25.1858706610393,13,Sahara desert,20220708T102559_20220708T103441_T30RYN
27604,-0.347184754492758,7.67962173686364,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYP
54459,-0.349039997761821,9.340572284875,7,West Sudanian savanna,20210615T102021_20210615T102602_T30PYR
16840,-0.352777225392998,33.8550305839974,12,Mediterranean dry woodlands and steppe,20230805T103629_20230805T104919_T30SYC
21023,-0.358689717891679,41.4562736598064,12,Iberian sclerophyllous and semi-deciduous forests,20170705T105031_20170705T105605_T30TYM
40472,-0.366723519400495,7.99850048639767,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYP
49609,-0.388773572069425,13.3615489726204,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYV
49993,-0.388773572069425,13.3615489726204,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYV
44267,-0.399645585328614,10.0384569110351,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYS
43926,-0.399645585328614,10.0384569110351,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYS
1016,-0.404200820978758,21.3315931936449,13,Sahara desert,20220623T103031_20220623T104228_T30QYJ
18703,-0.422528978508836,20.724682815583,13,South Saharan steppe and woodlands,20220623T103031_20220623T104228_T30QYH
25675,-0.455026284800766,12.0247861148948,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYU
45102,-0.467117921952223,39.067158359425,12,Northeastern Spain and Southern France Mediterranean forests,20220719T105041_20220719T105038_T31SBD
49125,-0.467600905425485,21.0774527941506,13,Sahara desert,20220623T103031_20220623T104228_T30QYJ
6319,-0.472950055526638,29.7686120397597,13,Sahara desert,20190622T104031_20190622T105144_T30RYU
38899,-0.475101827265803,39.4965552331463,12,Northeastern Spain and Southern France Mediterranean forests,20220719T105041_20220719T105038_T31SBD
38689,-0.476434376841155,46.9137855203256,4,Atlantic mixed forests,20170618T105621_20170618T110415_T30TXS
27809,-0.482867229379451,7.92844589917962,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYP
45898,-0.494175794809649,32.1581879441802,13,North Saharan steppe and woodlands,20220711T103629_20220711T104931_T30SYA
46255,-0.494175794809649,32.1581879441802,13,North Saharan steppe and woodlands,20220711T103629_20220711T104931_T30SYA
6514,-0.495313078826598,23.3048153591091,13,Sahara desert,20220623T103031_20220623T104228_T30QYL
22767,-0.498076992281256,21.3279639873769,13,Sahara desert,20220623T103031_20220623T104228_T30QYJ
41404,-0.507357055933198,41.818246093012,12,Iberian sclerophyllous and semi-deciduous forests,20170618T105621_20170618T110415_T30TXM
57828,-0.513600148883995,25.4037063485845,13,Sahara desert,20220616T103631_20220616T104622_T30RYP
48831,-0.514494306593519,18.4831018550777,13,South Saharan steppe and woodlands,20220623T103031_20220623T104228_T30QYF
35498,-0.52290032960633,19.4927035114328,13,South Saharan steppe and woodlands,20230723T102609_20230723T103436_T30QYG
56117,-0.524107573865564,31.2117601597376,13,North Saharan steppe and woodlands,20220616T103631_20220616T104622_T30RYV
52247,-0.53275397026394,41.9825533069613,12,Iberian sclerophyllous and semi-deciduous forests,20170618T105621_20170618T110415_T30TXM
384,-0.539637250972504,13.7571713811965,7,West Sudanian savanna,20230630T101609_20230630T102613_T30PYA
57167,-0.542214541460453,33.8269280644377,12,Mediterranean dry woodlands and steppe,20220714T104629_20220714T105250_T30SYC
22345,-0.54787173707183,53.2787934235574,4,Celtic broadleaf forests,20220812T112119_20220812T112117_T30UXE
48775,-0.551227146093595,23.8321427206544,13,Sahara desert,20190619T103031_20190619T103536_T30QYM
17073,-0.552416176504892,33.0093661803761,12,Mediterranean dry woodlands and steppe,20220711T103629_20220711T104931_T30SYB
4861,-0.553062909348711,13.6814168967455,7,West Sudanian savanna,20230630T101609_20230630T102613_T30PYA
32106,-0.557647103396079,31.3601478617789,13,North Saharan steppe and woodlands,20220616T103631_20220616T104622_T30RYV
51132,-0.572472171297932,23.5117934590505,13,Sahara desert,20190619T103031_20190619T103536_T30QYM
49982,-0.574133178366878,53.564920479432,4,Celtic broadleaf forests,20220812T112119_20220812T112117_T30UXE
35896,-0.589447103351546,11.4626816113868,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYT
8363,-0.590059141251942,26.9136802502909,13,Sahara desert,20220621T103629_20220621T104952_T30RYQ
44477,-0.595932457807692,6.9981412687294,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYN
28061,-0.600216127574839,7.76785236702233,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYP
9040,-0.620746532500419,40.8693840365026,12,Iberian sclerophyllous and semi-deciduous forests,20220714T104629_20220714T105250_T30TXL
57946,-0.621448830294241,23.3111682706903,13,Sahara desert,20220623T103031_20220623T104228_T30QYL
47812,-0.623138563218021,7.36486801759716,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYP
10344,-0.624193837997268,41.8325072510269,12,Iberian sclerophyllous and semi-deciduous forests,20170618T105621_20170618T110415_T30TXM
39658,-0.628988977395977,18.6949010572392,13,South Saharan steppe and woodlands,20220623T103031_20220623T104228_T30QYF
58420,-0.634537468843945,13.0345469718104,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYV
19344,-0.649632212094474,41.3621455746911,12,Iberian sclerophyllous and semi-deciduous forests,20230811T105629_20230811T110934_T30TXL
39509,-0.65028418279303,15.2749260864319,7,Sahelian Acacia savanna,20210618T103021_20210618T104303_T30PYB
9155,-0.664574162919678,7.62193269360925,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYP
43151,-0.665415858482334,23.4566110164668,13,Sahara desert,20190619T103031_20190619T103536_T30QYM
43546,-0.667152713893472,18.3472900510526,13,South Saharan steppe and woodlands,20220623T103031_20220623T104228_T30QYF
5971,-0.668920552438209,42.8800285000086,4,Pyrenees conifer and mixed forests,20170705T105031_20170705T105605_T30TXN
8722,-0.678824384395284,39.7221707121794,12,Iberian sclerophyllous and semi-deciduous forests,20170705T105031_20170705T105605_T30SXJ
16245,-0.690524722937681,46.0137086888797,4,Atlantic mixed forests,20170618T105621_20170618T110415_T30TXR
24256,-0.698040194599827,16.9664990281024,9,Inner Niger Delta flooded savanna,20230618T102601_20230618T103739_T30QYD
11979,-0.699751283924144,30.3654684745108,13,North Saharan steppe and woodlands,20190622T104031_20190622T105144_T30RYU
11902,-0.699751283924144,30.3654684745108,13,North Saharan steppe and woodlands,20190622T104031_20190622T105144_T30RYU
16251,-0.709795331948413,14.5735709561665,7,Sahelian Acacia savanna,20210618T103021_20210618T104303_T30PYB
36710,-0.730110516961702,29.7086951985648,13,Sahara desert,20220616T103631_20220616T104622_T30RYT
13757,-0.736578663152727,8.0337921080677,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYP
58078,-0.75156683863824,16.0650268093821,7,Sahelian Acacia savanna,20200623T103031_20200623T104610_T30PYC
16420,-0.760403174055597,35.5678558836719,12,Mediterranean woodlands and forests,20230716T103629_20230716T104912_T30SYE
11613,-0.77400221975941,6.98893204231568,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYN
332,-0.774208999946751,14.989496208016,7,Sahelian Acacia savanna,20210618T103021_20210618T104303_T30PYB
56634,-0.782634275835278,13.3930192120345,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYV
35439,-0.788050261243313,38.0550716815305,12,Iberian sclerophyllous and semi-deciduous forests,20220724T104629_20220724T105903_T30SXH
13038,-0.788385682352668,12.8663069849858,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYV
40929,-0.797577941434241,15.6531754896002,7,Sahelian Acacia savanna,20200623T103031_20200623T104610_T30PYC
3430,-0.801147821717336,27.465148722316,13,Sahara desert,20220626T103641_20220626T104443_T30RYR
37628,-0.811179064526698,37.9506406981194,12,Iberian sclerophyllous and semi-deciduous forests,20220724T104629_20220724T105903_T30SXH
20460,-0.813537115492068,25.3777312651996,13,Sahara desert,20220616T103631_20220616T104622_T30RYP
53427,-0.815609222493691,13.1490660771612,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYV
33076,-0.815826745821397,12.167290930279,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYU
45774,-0.820029891798811,42.4392838921591,12,Iberian sclerophyllous and semi-deciduous forests,20170705T105031_20170705T105605_T30TXN
50385,-0.824578935611356,9.03937761766751,7,West Sudanian savanna,20210615T102021_20210615T102602_T30PYR
3216,-0.825398635626044,35.6974227078096,12,Mediterranean woodlands and forests,20170804T105031_20170804T105328_T30SXE
41213,-0.825703758304655,28.0737367050137,13,Sahara desert,20220616T103631_20220616T104622_T30RYS
9466,-0.826488333583711,13.0561650474773,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYV
53574,-0.826524842881952,24.5990980010811,13,Sahara desert,20220616T103631_20220616T104622_T30RYN
38117,-0.827459918552648,16.1208036552023,7,Sahelian Acacia savanna,20200623T103031_20200623T104610_T30PYC
45333,-0.829744675229534,45.2349202338808,4,Atlantic mixed forests,20170618T105621_20170618T110415_T30TXR
18577,-0.837577283075916,33.4572847695397,12,Mediterranean dry woodlands and steppe,20220626T103641_20220626T104443_T30SXC
30034,-0.841500039536868,14.2663140811219,7,Sahelian Acacia savanna,20210618T103021_20210618T104303_T30PYA
13592,-0.846603386496042,24.1612184092096,13,Sahara desert,20190619T103031_20190619T103536_T30QYM
15303,-0.850956918109176,28.4707670538963,13,Sahara desert,20220616T103631_20220616T104622_T30RYS
41994,-0.853239609989203,33.8273616060359,12,Mediterranean dry woodlands and steppe,20220626T103641_20220626T104443_T30SXC
33916,-0.863246278804667,24.013582140039,13,Sahara desert,20190619T103031_20190619T103536_T30QYM
51050,-0.864533942371395,31.8458673712293,13,North Saharan steppe and woodlands,20220711T103629_20220711T104931_T30SXA
23858,-0.865877327279293,20.4698429592471,13,South Saharan steppe and woodlands,20220623T103031_20220623T104228_T30QYH
1856,-0.87806787447974,37.9092465002668,12,Iberian sclerophyllous and semi-deciduous forests,20220803T104629_20220803T105906_T30SXG
20115,-0.881684759245246,24.5350404408185,13,Sahara desert,20220616T103631_20220616T104622_T30RYN
4376,-0.88322820854475,10.5568516706527,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYS
47271,-0.889898228583291,18.6246168759834,13,South Saharan steppe and woodlands,20220623T103031_20220623T104228_T30QYF
12915,-0.89611393747623,35.7076053075227,12,Mediterranean woodlands and forests,20170804T105031_20170804T105328_T30SXE
14825,-0.8964722778897,31.0408692649044,13,North Saharan steppe and woodlands,20220616T103631_20220616T104622_T30RYV
49811,-0.902792383348128,33.0135232345309,12,Mediterranean dry woodlands and steppe,20220711T103629_20220711T104931_T30SXB
26915,-0.914511096726869,26.3894637232493,13,Sahara desert,20220616T103631_20220616T104622_T30RXQ
28020,-0.915909423888564,8.10461491853009,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYP
54586,-0.917452970891276,10.8830229313599,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYT
23175,-0.917761516004248,16.8835276270971,7,Sahelian Acacia savanna,20230618T102601_20230618T103739_T30QYD
33232,-0.927796954414475,23.1842737634807,13,Sahara desert,20220623T103031_20220623T104228_T30QYL
33451,-0.930771327213108,18.1887304428708,13,South Saharan steppe and woodlands,20220623T103031_20220623T104228_T30QYF
31415,-0.935312547215432,31.3841435847039,13,North Saharan steppe and woodlands,20220711T103629_20220711T104931_T30RXV
26860,-0.936615503484177,7.34366681721308,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYP
54232,-0.94103679007651,7.60769752840517,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYP
50898,-0.951416837219256,23.8501415390568,13,Sahara desert,20190619T103031_20190619T103536_T30QXM
40817,-0.954891583958982,16.7126152764844,7,Sahelian Acacia savanna,20230618T102601_20230618T103739_T30QYD
7627,-0.963758819997253,41.1784624645686,12,Iberian sclerophyllous and semi-deciduous forests,20230811T105629_20230811T110934_T30TXL
45801,-0.964125967850663,6.4720054014077,1,Eastern Guinean forests,20200804T101559_20200804T103905_T30NYN
49383,-0.964930199565174,26.5736241993202,13,Sahara desert,20220616T103631_20220616T104622_T30RXQ
28616,-0.967745572948218,41.0198064980847,12,Iberian sclerophyllous and semi-deciduous forests,20230811T105629_20230811T110934_T30TXL
5595,-0.967822168701673,34.1436172466384,12,Mediterranean dry woodlands and steppe,20220626T103641_20220626T104443_T30SXC
16307,-0.97813462419856,7.15986559978558,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NYN
26123,-0.980632523285209,53.8272107724785,4,Celtic broadleaf forests,20220812T112119_20220812T112117_T30UXE
44989,-0.984249012846277,51.8362763872666,4,English Lowlands beech forests,20220812T112119_20220812T112117_T30UXC
13304,-0.989337039863869,51.9159645550142,4,English Lowlands beech forests,20220812T112119_20220812T112117_T30UXC
32293,-0.995144691781775,22.0102088425376,13,Sahara desert,20220623T103031_20220623T104228_T30QYK
31067,-0.995322105805229,15.1061377679074,7,Sahelian Acacia savanna,20210618T103021_20210618T104303_T30PYB
55714,-1.00237444318375,21.3822237144089,13,Sahara desert,20220623T103031_20220623T104228_T30QXJ
49269,-1.01212177857008,39.9302033011999,12,Iberian sclerophyllous and semi-deciduous forests,20170705T105031_20170705T105605_T30TXK
28732,-1.01874565989553,27.7728837936596,13,Sahara desert,20220621T103629_20220621T104952_T30RXR
20506,-1.02789599091497,32.2417897117248,12,Mediterranean dry woodlands and steppe,20220711T103629_20220711T104931_T30SXA
35424,-1.02828971777026,15.5411951453344,7,Sahelian Acacia savanna,20200623T103031_20200623T104610_T30PYC
7422,-1.03026495760503,12.6201321894094,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYU
36900,-1.03124515623034,27.9989200227825,13,Sahara desert,20220616T103631_20220616T104622_T30RXS
50015,-1.04199335856293,17.6940853351833,7,Sahelian Acacia savanna,20220708T102559_20220708T103441_T30QYE
28206,-1.04757113494998,11.6718634159219,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PYT
661,-1.04814422218999,34.8548875797578,12,Mediterranean woodlands and forests,20230704T104621_20230704T105844_T30SXD
19109,-1.05294209595661,18.1510376311763,13,South Saharan steppe and woodlands,20220623T103031_20220623T104228_T30QXF
33863,-1.05344413106869,8.16631377141709,7,Guinean forest-savanna mosaic,20210615T102021_20210615T103843_T30PYQ
20997,-1.07521734802992,32.2763694376837,12,Mediterranean dry woodlands and steppe,20220711T103629_20220711T104931_T30SXA
26727,-1.08111913695464,14.7197383809811,7,Sahelian Acacia savanna,20210618T103021_20210618T104303_T30PYB
23562,-1.08370525952645,9.83722989087029,7,West Sudanian savanna,20210615T102021_20210615T102602_T30PYR
25068,-1.09054318290168,10.5898267611104,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PXS
21779,-1.09897030585788,15.5226703945657,7,Sahelian Acacia savanna,20200623T103031_20200623T104610_T30PYC
1318,-1.10702303365827,32.7595395816196,12,Mediterranean dry woodlands and steppe,20220711T103629_20220711T104931_T30SXB
31036,-1.11656556771618,30.0233000394665,13,North Saharan steppe and woodlands,20220616T103631_20220616T104622_T30RXU
4141,-1.12994720525256,23.1110945595432,13,Sahara desert,20220616T103631_20220616T104622_T30QXL
15373,-1.13388931824662,35.5946624747105,12,Mediterranean woodlands and forests,20170804T105031_20170804T105328_T30SXE
42500,-1.1340093025006,19.4346458407648,13,South Saharan steppe and woodlands,20220623T103031_20220623T104228_T30QXG
48314,-1.13917527888438,23.953152402624,13,Sahara desert,20190619T103031_20190619T103536_T30QXM
34480,-1.13962795969834,14.5729570748735,7,Sahelian Acacia savanna,20210618T103021_20210618T104303_T30PYB
52476,-1.14540981670655,52.40042307953,4,Celtic broadleaf forests,20220710T110629_20220710T110939_T30UXD
45606,-1.14794516887719,11.1075920149243,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PXT
46947,-1.1524391177125,22.1663323985741,13,Sahara desert,20220723T102611_20220723T103853_T30QXK
21138,-1.15345101951567,24.4118607839524,13,Sahara desert,20220623T103031_20220623T104228_T30RXN
14601,-1.1573087005512,27.4084906622767,13,Sahara desert,20220621T103629_20220621T104952_T30RXR
36235,-1.16297167813437,26.6168411892257,13,Sahara desert,20220616T103631_20220616T104622_T30RXQ
30721,-1.16421853274227,22.8474236045319,13,Sahara desert,20220616T103631_20220616T104622_T30QXL
53656,-1.17303925086685,24.9508158844554,13,Sahara desert,20220626T103641_20220626T104443_T30RXN
48084,-1.17702228051226,27.579734566288,13,Sahara desert,20220621T103629_20220621T104952_T30RXR
4072,-1.18461938997089,29.8337006079291,13,North Saharan steppe and woodlands,20220616T103631_20220616T104622_T30RXU
12249,-1.18687869862151,10.328177756594,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PXS
58126,-1.19000578315226,7.21243410922536,7,Guinean forest-savanna mosaic,20200804T101559_20200804T102700_T30NXP
39603,-1.19186424603672,35.0605693973643,12,Mediterranean woodlands and forests,20230704T104621_20230704T105844_T30SXD
11600,-1.19457058541735,33.64957796474,12,Mediterranean dry woodlands and steppe,20220626T103641_20220626T104443_T30SXC
212,-1.19654922441299,15.6360927522905,7,Sahelian Acacia savanna,20200623T103031_20200623T104610_T30PXC
58804,-1.19759189812359,43.5179111318564,4,Atlantic mixed forests,20170618T105621_20170618T110415_T30TXP
37375,-1.20312602975255,52.2725722766648,4,Celtic broadleaf forests,20220710T110629_20220710T110939_T30UXD
16688,-1.20531598815003,9.19487197417506,7,West Sudanian savanna,20230720T101609_20230720T103410_T30PXR
46039,-1.20996851288567,15.8898598405505,7,Sahelian Acacia savanna,20200623T103031_20200623T104610_T30PXC
9024,-1.22298171796311,24.7722219960462,13,Sahara desert,20220626T103641_20220626T104443_T30RXN
49987,-1.22598623684488,43.4918834409811,4,Atlantic mixed forests,20170618T105621_20170618T110415_T30TXP
42329,-1.2281565661591,16.6044651776541,7,Sahelian Acacia savanna,20220623T103031_20220623T104228_T30QXD
55329,-1.23979413898076,9.47793651498536,7,West Sudanian savanna,20230720T101609_20230720T103410_T30PXR
51888,-1.2501668240734,10.858884608239,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PXT
31078,-1.25018545049684,51.647372746147,4,English Lowlands beech forests,20220812T112119_20220812T112117_T30UXC
36316,-1.25559732177365,30.0000054236023,13,North Saharan steppe and woodlands,20220616T103631_20220616T104622_T30RXU
10395,-1.25862887358309,20.6601339735488,13,Sahara desert,20220623T103031_20220623T104228_T30QXH
32580,-1.26399150584993,11.0144811362828,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PXT
30451,-1.26461555591169,21.606304503468,13,Sahara desert,20220623T103031_20220623T104228_T30QXJ
7876,-1.26761639514211,10.6050455021743,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PXS
7135,-1.27188029360983,6.05215839692566,1,Eastern Guinean forests,20200804T101559_20200804T103905_T30NXM
10229,-1.27325698040175,25.4298285530761,13,Sahara desert,20220621T103629_20220621T104952_T30RXP
21686,-1.28137609535378,11.4040883743829,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PXT
20214,-1.29707711923294,40.3327220013264,12,Iberian conifer forests,20170705T105031_20170705T105605_T30TXK
58148,-1.3080853823617,51.0647904948068,4,English Lowlands beech forests,20200625T110631_20200625T111446_T30UXB
52134,-1.31752486502262,16.3619770592012,7,Sahelian Acacia savanna,20220623T103031_20220623T104228_T30QXD
22598,-1.32150684156056,7.0224168880314,1,Eastern Guinean forests,20200804T101559_20200804T102700_T30NXN
14975,-1.33412353831835,40.7261626461594,12,Iberian sclerophyllous and semi-deciduous forests,20230811T105629_20230811T110934_T30TXL
1210,-1.33687337813618,30.7492923534793,13,North Saharan steppe and woodlands,20220711T103629_20220711T104931_T30RXV
11622,-1.33768542558238,23.6584374299461,13,Sahara desert,20220616T103631_20220616T104622_T30QXM
23224,-1.34378975296286,18.0138220304775,7,Sahelian Acacia savanna,20220623T103031_20220623T104228_T30QXF
57141,-1.34789067166213,37.7951949418024,12,Iberian sclerophyllous and semi-deciduous forests,20220803T104629_20220803T105906_T30SXG
6168,-1.34850835264183,26.8150566572009,13,Sahara desert,20220616T103631_20220616T104622_T30RXQ
2636,-1.3506584278027,26.6464540184604,13,Sahara desert,20220616T103631_20220616T104622_T30RXQ
37738,-1.35297970489697,16.4174324336386,7,Sahelian Acacia savanna,20220623T103031_20220623T104228_T30QXD
27149,-1.35340407106315,24.971876808136,13,Sahara desert,20220626T103641_20220626T104443_T30RXN
10906,-1.35408949093195,30.4599252970544,13,North Saharan steppe and woodlands,20220616T103631_20220616T104622_T30RXU
19710,-1.36510074263268,15.7190016830355,7,Sahelian Acacia savanna,20200623T103031_20200623T104610_T30PXC
33549,-1.36793187935601,29.8085878795539,13,North Saharan steppe and woodlands,20220616T103631_20220616T104622_T30RXU
10281,-1.3751096325322,11.0992177301986,7,West Sudanian savanna,20220620T102041_20220620T103048_T30PXT
11805,-1.38421518772594,22.3036218661482,13,Sahara desert,20220621T103629_20220621T104952_T30QXK
49307,-1.38822279109721,5.87234297504286,1,Eastern Guinean forests,20200804T101559_20200804T103905_T30NXM
17412,-1.39261591572259,16.3378511911664,7,Sahelian Acacia savanna,20220623T103031_20220623T104228_T30QXD
58518,-1.39990723960204,17.9444505255383,7,Sahelian Acacia savanna,20220623T103031_20220623T104228_T30QXE
2000,-1.40395796814246,5.95131499915776,1,Eastern Guinean forests,20200804T101559_20200804T103905_T30NXM
39758,-1.40573109893276,50.6630225279751,4,English Lowlands beech forests,20200625T110631_20200625T111446_T30UXB
36650,-1.40856884089106,6.57729551440964,1,Eastern Guinean forests,20200804T101559_20200804T103905_T30NXN
33947,-1.41635182640513,17.1217747620733,9,Inner Niger Delta flooded savanna,20220623T103031_20220623T104228_T30QXE
33937,-1.42355155277821,21.7968617406866,13,Sahara desert,20220621T103629_20220621T104952_T30QXK
